node,operation,nlistener,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
database,deploy,1,0,0,0,0,1,1,0.000408172607421875,4.5299530029296875e-05,2.384185791015625e-07,0,0,0,0.46631836891174316,0.0,0.46631836891174316,0.46677207946777344
database,deploy,1,0,0,0,0,1,1,0.0003745555877685547,4.124641418457031e-05,9.5367431640625e-07,0,0,0,0.2773878574371338,0.0,0.2773878574371338,0.2778046131134033
database,deploy,1,0,0,0,0,1,1,0.00017714500427246094,1.9550323486328125e-05,4.76837158203125e-07,0,0,0,0.2716386318206787,0.0,0.2716386318206787,0.2718358039855957
database,deploy,1,0,0,0,0,1,1,0.0002372264862060547,2.2649765014648438e-05,4.76837158203125e-07,0,0,0,0.2775993347167969,0.0,0.2775993347167969,0.2778596878051758
database,deploy,1,0,0,0,0,1,1,0.00028967857360839844,2.2172927856445312e-05,4.76837158203125e-07,0,0,0,0.27253293991088867,0.0,0.27253293991088867,0.2728452682495117
database,deploy,1,0,0,0,0,1,1,0.0003304481506347656,3.0994415283203125e-05,4.76837158203125e-07,0,0,0,0.2686293125152588,0.0,0.2686293125152588,0.26899123191833496
database,deploy,1,0,0,0,0,1,1,0.0001862049102783203,2.09808349609375e-05,4.76837158203125e-07,0,0,0,0.26159024238586426,0.0,0.26159024238586426,0.2617979049682617
database,deploy,1,0,0,0,0,1,1,0.000179290771484375,2.1457672119140625e-05,7.152557373046875e-07,0,0,0,0.27739763259887695,0.0,0.27739763259887695,0.2775990962982178
database,deploy,1,0,0,0,0,1,1,0.00020432472229003906,1.9788742065429688e-05,2.384185791015625e-07,0,0,0,0.2662343978881836,0.0,0.2662343978881836,0.26645874977111816
database,deploy,1,0,0,0,0,1,1,0.00028228759765625,2.002716064453125e-05,7.152557373046875e-07,0,0,0,0.25738048553466797,0.0,0.25738048553466797,0.25768351554870605
system,deploy,1,0,0,0,0,1,1,0.0002911090850830078,3.695487976074219e-05,4.76837158203125e-07,0,0,0,0.4257011413574219,0.0,0.4257011413574219,0.42602968215942383
system,deploy,1,0,0,0,0,1,1,0.0001735687255859375,1.8596649169921875e-05,4.76837158203125e-07,0,0,0,0.2560923099517822,0.0,0.2560923099517822,0.2562849521636963
system,deploy,1,0,0,0,0,1,1,0.00029277801513671875,5.364418029785156e-05,4.76837158203125e-07,0,0,0,0.25534701347351074,0.0,0.25534701347351074,0.2556939125061035
system,deploy,1,0,0,0,0,1,1,0.0001327991485595703,1.7404556274414062e-05,4.76837158203125e-07,0,0,0,0.2450852394104004,0.0,0.2450852394104004,0.24523591995239258
system,deploy,1,0,0,0,0,1,1,0.00018095970153808594,1.621246337890625e-05,7.152557373046875e-07,0,0,0,0.2541029453277588,0.0,0.2541029453277588,0.2543008327484131
system,deploy,1,0,0,0,0,1,1,0.00030493736267089844,1.9788742065429688e-05,7.152557373046875e-07,0,0,0,0.26705241203308105,0.0,0.26705241203308105,0.2673778533935547
system,deploy,1,0,0,0,0,1,1,0.00025463104248046875,1.71661376953125e-05,4.76837158203125e-07,0,0,0,0.2502613067626953,0.0,0.2502613067626953,0.2505335807800293
system,deploy,1,0,0,0,0,1,1,0.0003008842468261719,3.5762786865234375e-05,4.76837158203125e-07,0,0,0,0.25759196281433105,0.0,0.25759196281433105,0.25792908668518066
system,deploy,1,0,0,0,0,1,1,0.00015878677368164062,1.6689300537109375e-05,4.76837158203125e-07,0,0,0,0.25137877464294434,0.0,0.25137877464294434,0.2515547275543213
system,deploy,1,0,0,0,0,1,1,0.00013518333435058594,1.6689300537109375e-05,9.5367431640625e-07,0,0,0,0.22321200370788574,0.0,0.22321200370788574,0.22336483001708984
sensor_0,deploy,1,0,0,0,0,2,2,0.0004696846008300781,4.5299530029296875e-05,9.5367431640625e-07,0,0,0,0.6449494361877441,0.0,0.6449494361877441,0.6454653739929199
sensor_0,deploy,1,0,0,0,0,2,2,0.0002532005310058594,3.123283386230469e-05,7.152557373046875e-07,0,0,0,0.4575526714324951,0.0,0.4575526714324951,0.4578378200531006
sensor_0,deploy,1,0,0,0,0,2,2,0.00044918060302734375,3.981590270996094e-05,9.5367431640625e-07,0,0,0,0.44599390029907227,0.0,0.44599390029907227,0.446483850479126
sensor_0,deploy,1,0,0,0,0,2,2,0.0003027915954589844,3.910064697265625e-05,7.152557373046875e-07,0,0,0,0.4748861789703369,0.0,0.4748861789703369,0.47522878646850586
sensor_0,deploy,1,0,0,0,0,2,2,0.0003185272216796875,3.8623809814453125e-05,1.1920928955078125e-06,0,0,0,0.4563581943511963,0.0,0.4563581943511963,0.45671653747558594
sensor_0,deploy,1,0,0,0,0,2,2,0.0004391670227050781,3.62396240234375e-05,9.5367431640625e-07,0,0,0,0.4578542709350586,0.0,0.4578542709350586,0.4583306312561035
sensor_0,deploy,1,0,0,0,0,2,2,0.0003986358642578125,3.2901763916015625e-05,7.152557373046875e-07,0,0,0,0.4471855163574219,0.0,0.4471855163574219,0.447617769241333
sensor_0,deploy,1,0,0,0,0,2,2,0.0002646446228027344,3.314018249511719e-05,4.76837158203125e-07,0,0,0,0.46462488174438477,0.0,0.46462488174438477,0.4649231433868408
sensor_0,deploy,1,0,0,0,0,2,2,0.00026869773864746094,2.956390380859375e-05,7.152557373046875e-07,0,0,0,0.4777355194091797,0.0,0.4777355194091797,0.47803449630737305
sensor_0,deploy,1,0,0,0,0,2,2,0.00034427642822265625,3.838539123535156e-05,7.152557373046875e-07,0,0,0,0.4498136043548584,0.0,0.4498136043548584,0.4501969814300537
