node,operation,nlistener,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
database,update,5,0,0,1,0,2,3,0.00036597251892089844,0.8913497924804688,1.5226705074310303,0.2855358123779297,0,9.775161743164062e-05,0.21010351181030273,0.0,0.4956393241882324,2.910123348236084
database,update,5,0,0,1,0,2,3,0.0003559589385986328,0.9208157062530518,0.8406112194061279,0.28107643127441406,0,0.00010943412780761719,0.2070469856262207,0.0,0.48812341690063477,2.2500157356262207
database,update,5,0,0,1,0,2,3,0.0002713203430175781,1.1805260181427002,3.4143943786621094,0.26352667808532715,0,0.00010824203491210938,0.21086907386779785,0.0,0.474395751953125,5.069695711135864
database,update,5,0,0,1,0,2,3,0.00015735626220703125,0.6027798652648926,3.7729694843292236,0.26066160202026367,0,9.274482727050781e-05,0.21111488342285156,0.0,0.47177648544311523,4.847775936126709
database,update,5,0,0,1,0,2,3,0.00021338462829589844,0.8655314445495605,0.8218698501586914,0.26868486404418945,0,9.298324584960938e-05,0.20609259605407715,0.0,0.4747774600982666,2.162485122680664
database,update,5,0,0,1,0,2,3,0.0002124309539794922,1.133751392364502,1.493218183517456,0.27473878860473633,0,9.989738464355469e-05,0.20538568496704102,0.0,0.48012447357177734,3.1074063777923584
database,update,5,0,0,1,0,2,3,0.000370025634765625,0.7747962474822998,1.784203052520752,0.2832777500152588,0,0.00010395050048828125,0.21871662139892578,0.0,0.5019943714141846,3.0614676475524902
database,update,5,0,0,1,0,2,3,0.00020051002502441406,0.9884295463562012,1.6230568885803223,0.28764915466308594,0,9.417533874511719e-05,0.2139894962310791,0.0,0.501638650894165,3.113419771194458
database,update,5,0,0,1,0,2,3,0.00035953521728515625,0.8862636089324951,1.1046154499053955,0.2731935977935791,0,0.00011157989501953125,0.20282769203186035,0.0,0.47602128982543945,2.4673714637756348
database,update,5,0,0,1,0,2,3,0.00034928321838378906,1.513739824295044,1.3881700038909912,0.2646050453186035,0,9.274482727050781e-05,0.20153450965881348,0.0,0.466139554977417,3.3684914112091064
sensor_0,update,5,2,2,2,1,2,6,0.0003147125244140625,0.9345579147338867,0.08783674240112305,0.3773484230041504,0.00016236305236816406,0.000217437744140625,0.36444520950317383,0.0,0.7417936325073242,1.7648828029632568
sensor_0,update,5,2,2,2,1,2,6,0.0004467964172363281,0.9420979022979736,0.08928370475769043,0.3694150447845459,7.748603820800781e-05,0.00019693374633789062,0.36376142501831055,0.0,0.7331764698028564,1.7652792930603027
sensor_0,update,5,2,2,2,1,2,6,0.0002994537353515625,1.1872282028198242,0.10897254943847656,0.3784208297729492,0.00017547607421875,0.0002124309539794922,0.36487913131713867,0.0,0.7432999610900879,2.0401880741119385
sensor_0,update,5,2,2,2,1,2,6,0.0005199909210205078,0.2875025272369385,0.031180143356323242,0.454531192779541,0.00010204315185546875,0.00024080276489257812,0.39661097526550293,0.0,0.851142168045044,1.1706876754760742
sensor_0,update,5,2,2,2,1,2,6,0.0004258155822753906,0.7787477970123291,0.0734405517578125,0.45251917839050293,0.00014162063598632812,0.00022530555725097656,0.3938770294189453,0.0,0.8463962078094482,1.6993772983551025
sensor_0,update,5,2,2,2,1,2,6,0.0005316734313964844,1.047675609588623,0.0955662727355957,0.4487943649291992,0.00014066696166992188,0.00020956993103027344,0.39679646492004395,0.0,0.8455908298492432,1.9897146224975586
sensor_0,update,5,2,2,2,1,2,6,0.00037598609924316406,0.9524843692779541,0.07822489738464355,0.44776439666748047,0.00014090538024902344,0.00020742416381835938,0.4010939598083496,0.0,0.8488583564758301,1.8802919387817383
sensor_0,update,5,2,2,2,1,2,6,0.000438690185546875,1.7154459953308105,0.1537787914276123,0.477250337600708,0.0001590251922607422,0.00019931793212890625,0.3977675437927246,0.0,0.8750178813934326,2.745039701461792
sensor_0,update,5,2,2,2,1,2,6,0.000347137451171875,0.48014044761657715,0.04721784591674805,0.4650537967681885,9.322166442871094e-05,0.00022101402282714844,0.39800167083740234,0.0,0.8630554676055908,1.3910751342773438
sensor_0,update,5,2,2,2,1,2,6,0.0004184246063232422,1.6928706169128418,0.1548779010772705,0.4293034076690674,0.00014328956604003906,0.00021219253540039062,0.396331787109375,0.0,0.8256351947784424,2.6741576194763184
