node,operation,nlistener,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
database,update,10,0,0,1,0,2,3,0.00026917457580566406,1.7764554023742676,3.320626974105835,0.2671024799346924,0,9.083747863769531e-05,0.21645021438598633,0.0,0.4835526943206787,5.580995082855225
database,update,10,0,0,1,0,2,3,0.000179290771484375,1.293489933013916,2.8539395332336426,0.26012253761291504,0,9.059906005859375e-05,0.20832514762878418,0.0,0.4684476852416992,4.616147041320801
database,update,10,0,0,1,0,2,3,0.00032210350036621094,1.5999879837036133,5.434830665588379,0.2814905643463135,0,0.00010657310485839844,0.22198891639709473,0.0,0.5034794807434082,7.538726806640625
database,update,10,0,0,1,0,2,3,0.000255584716796875,1.6810150146484375,4.341484546661377,0.2691819667816162,0,9.489059448242188e-05,0.20748281478881836,0.0,0.47666478157043457,6.499514818191528
database,update,10,0,0,1,0,2,3,0.000179290771484375,1.293489933013916,2.8539395332336426,0.26012253761291504,0,9.059906005859375e-05,0.20832514762878418,0.0,0.4684476852416992,4.616147041320801
database,update,10,0,0,1,0,2,3,0.0003528594970703125,1.6358084678649902,3.8218281269073486,0.273989200592041,0,9.226799011230469e-05,0.21924591064453125,0.0,0.49323511123657227,5.951316833496094
database,update,10,0,0,1,0,2,3,0.0003867149353027344,1.9951369762420654,2.9010066986083984,0.2758667469024658,0,9.1552734375e-05,0.20955204963684082,0.0,0.48541879653930664,5.382040739059448
database,update,10,0,0,1,0,2,3,0.0002913475036621094,1.4181325435638428,3.7101919651031494,0.2622358798980713,0,9.131431579589844e-05,0.20507287979125977,0.0,0.46730875968933105,5.596015930175781
database,update,10,0,0,1,0,2,3,0.00019669532775878906,1.439157485961914,3.9648149013519287,0.26518726348876953,0,0.000110626220703125,0.21791768074035645,0.0,0.483104944229126,5.887384653091431
database,update,10,0,0,1,0,2,3,0.0004100799560546875,1.9145550727844238,3.1365299224853516,0.2810547351837158,0,9.393692016601562e-05,0.21240854263305664,0.0,0.49346327781677246,5.5450522899627686
system,update,10,0,0,10,1,1,3,0.000148773193359375,0.6214752197265625,2.3113503456115723,0.22669339179992676,3.2901763916015625e-05,0.00012421607971191406,0.18800902366638184,0.0,0.4147024154663086,3.3478338718414307
system,update,10,0,0,10,1,1,3,0.00021266937255859375,0.6102702617645264,2.0540287494659424,0.20135164260864258,3.457069396972656e-05,0.00013518333435058594,0.18111348152160645,0.0,0.382465124130249,3.0471465587615967
system,update,10,0,0,10,1,1,3,0.0003046989440917969,0.5843825340270996,2.202275276184082,0.19547390937805176,4.410743713378906e-05,0.0001361370086669922,0.17621064186096191,0.0,0.37168455123901367,3.158827304840088
system,update,10,0,0,10,1,1,3,0.00020170211791992188,0.6042041778564453,1.542130708694458,0.19502830505371094,5.364418029785156e-05,0.0001342296600341797,0.1746063232421875,0.0,0.36963462829589844,2.5163590908050537
system,update,10,0,0,10,1,1,3,0.0002129077911376953,0.6436841487884521,2.027191638946533,0.25239062309265137,3.147125244140625e-05,0.00011706352233886719,0.2523767948150635,0.0,0.5047674179077148,3.176004648208618
system,update,10,0,0,10,1,1,3,0.00039386749267578125,0.5591945648193359,2.657451629638672,0.25943756103515625,3.6716461181640625e-05,0.00014829635620117188,0.19899344444274902,0.0,0.4584310054779053,3.6756560802459717
system,update,10,0,0,10,1,1,3,0.000194549560546875,0.5991969108581543,1.6552350521087646,0.24672627449035645,4.0531158447265625e-05,0.0001227855682373047,0.20601153373718262,0.0,0.45273780822753906,2.7075276374816895
system,update,10,0,0,10,1,1,3,0.00013899803161621094,0.5947091579437256,1.7006254196166992,0.24675488471984863,4.0531158447265625e-05,0.00013637542724609375,0.19960284233093262,0.0,0.44635772705078125,2.7420082092285156
system,update,10,0,0,10,1,1,3,0.0003173351287841797,0.7092428207397461,2.4914612770080566,0.2562413215637207,4.124641418457031e-05,0.00011539459228515625,0.19532251358032227,0.0,0.45156383514404297,3.6527419090270996
system,update,10,0,0,10,1,1,3,0.00029778480529785156,0.6703627109527588,2.2599449157714844,0.2466740608215332,4.601478576660156e-05,0.00014066696166992188,0.19422030448913574,0.0,0.44089436531066895,3.3716864585876465
