node,operation,nlistener,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
system,update,1,0,0,1,1,1,3,0.00020885467529296875,0.7401723861694336,0.134141206741333,0.43448781967163086,2.9802322387695312e-05,9.799003601074219e-05,0.231217622756958,0.0,0.6657054424285889,1.5403556823730469
system,update,1,0,0,1,1,1,3,0.0003001689910888672,0.8331432342529297,0.36366820335388184,0.26859402656555176,0.00010061264038085938,0.00011491775512695312,0.19287967681884766,0.0,0.4614737033843994,1.6588008403778076
system,update,1,0,0,1,1,1,3,0.00013899803161621094,0.6864252090454102,0.07500720024108887,0.2472381591796875,2.5033950805664062e-05,0.00010204315185546875,0.19262433052062988,0.0,0.4398624897003174,1.2015609741210938
system,update,1,0,0,1,1,1,3,0.0002834796905517578,0.639941930770874,0.30451321601867676,0.25606632232666016,2.6702880859375e-05,0.0001316070556640625,0.19494342803955078,0.0,0.45100975036621094,1.395906686782837
system,update,1,0,0,1,1,1,3,0.0002529621124267578,0.6304728984832764,0.06583428382873535,0.24864602088928223,2.8848648071289062e-05,9.870529174804688e-05,0.1932830810546875,0.0,0.4419291019439697,1.1386168003082275
system,update,1,0,0,1,1,1,3,0.00034236907958984375,0.7153356075286865,0.07523131370544434,0.25942206382751465,3.075599670410156e-05,9.584426879882812e-05,0.17455148696899414,0.0,0.4339735507965088,1.2250094413757324
system,update,1,0,0,1,1,1,3,0.00014352798461914062,0.7000141143798828,0.07682919502258301,0.19449615478515625,2.7418136596679688e-05,0.00010204315185546875,0.172562837600708,0.0,0.36705899238586426,1.1441752910614014
system,update,1,0,0,1,1,1,3,0.0001347064971923828,0.5720305442810059,0.06571102142333984,0.2037491798400879,2.8371810913085938e-05,0.00010275840759277344,0.17393922805786133,0.0,0.3776884078979492,1.0156958103179932
system,update,1,0,0,1,1,1,3,0.00014734268188476562,0.7476768493652344,0.0807497501373291,0.19428777694702148,2.7179718017578125e-05,9.870529174804688e-05,0.17468905448913574,0.0,0.3689768314361572,1.197676658630371
system,update,1,0,0,1,1,1,3,0.00013589859008789062,0.5331730842590332,0.22622251510620117,0.19504690170288086,2.8371810913085938e-05,9.894371032714844e-05,0.17524456977844238,0.0,0.37029147148132324,1.1299502849578857
database,update,1,0,0,1,0,2,3,0.00040721893310546875,0.6778125762939453,0.7231292724609375,0.4696667194366455,0,0.00011372566223144531,0.2082505226135254,0.0,0.6779172420501709,2.0793800354003906
database,update,1,0,0,1,0,2,3,0.0003135204315185547,0.6413395404815674,0.8942251205444336,0.27721452713012695,0,9.393692016601562e-05,0.2053072452545166,0.0,0.48252177238464355,2.018493890762329
database,update,1,0,0,1,0,2,3,0.0002455711364746094,0.4954721927642822,0.7503209114074707,0.2788045406341553,0,9.846687316894531e-05,0.20009493827819824,0.0,0.4788994789123535,1.72503662109375
