node,operation,nlistener,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
sensor_6,deploy,15,0,0,0,0,2,2,0.00038242340087890625,0.00010657310485839844,7.152557373046875e-07,0,0,0,0.45648622512817383,0.0,0.45648622512817383,0.45697593688964844
sensor_6,deploy,15,0,0,0,0,2,2,0.00046324729919433594,0.0001461505889892578,7.152557373046875e-07,0,0,0,0.46749114990234375,0.0,0.46749114990234375,0.46810126304626465
sensor_6,deploy,15,0,0,0,0,2,2,0.0003781318664550781,0.0001761913299560547,9.5367431640625e-07,0,0,0,0.45273637771606445,0.0,0.45273637771606445,0.453291654586792
sensor_7,deploy,15,0,0,0,0,2,2,0.0003910064697265625,0.00011229515075683594,9.5367431640625e-07,0,0,0,0.6486389636993408,0.0,0.6486389636993408,0.6491432189941406
sensor_7,deploy,15,0,0,0,0,2,2,0.00041604042053222656,0.00013518333435058594,7.152557373046875e-07,0,0,0,0.45587658882141113,0.0,0.45587658882141113,0.45642852783203125
sensor_7,deploy,15,0,0,0,0,2,2,0.0003991127014160156,0.00010633468627929688,7.152557373046875e-07,0,0,0,0.40861940383911133,0.0,0.40861940383911133,0.40912556648254395
sensor_7,deploy,15,0,0,0,0,2,2,0.000339508056640625,0.00014495849609375,7.152557373046875e-07,0,0,0,0.3852803707122803,0.0,0.3852803707122803,0.38576555252075195
sensor_7,deploy,15,0,0,0,0,2,2,0.00047278404235839844,0.00015234947204589844,7.152557373046875e-07,0,0,0,0.3802182674407959,0.0,0.3802182674407959,0.3808441162109375
sensor_7,deploy,15,0,0,0,0,2,2,0.00038170814514160156,0.00015687942504882812,7.152557373046875e-07,0,0,0,0.3988220691680908,0.0,0.3988220691680908,0.39936137199401855
sensor_7,deploy,15,0,0,0,0,2,2,0.0004253387451171875,0.000152587890625,7.152557373046875e-07,0,0,0,0.37494444847106934,0.0,0.37494444847106934,0.37552309036254883
sensor_7,deploy,15,0,0,0,0,2,2,0.0002627372741699219,0.00010943412780761719,9.5367431640625e-07,0,0,0,0.37386417388916016,0.0,0.37386417388916016,0.3742372989654541
sensor_7,deploy,15,0,0,0,0,2,2,0.0003311634063720703,0.0001533031463623047,7.152557373046875e-07,0,0,0,0.4033203125,0.0,0.4033203125,0.4038054943084717
sensor_7,deploy,15,0,0,0,0,2,2,0.0003006458282470703,0.00014400482177734375,9.5367431640625e-07,0,0,0,0.37363719940185547,0.0,0.37363719940185547,0.3740828037261963
sensor_8,deploy,15,0,0,0,0,2,2,0.00032329559326171875,0.00010848045349121094,4.76837158203125e-07,0,0,0,0.6031327247619629,0.0,0.6031327247619629,0.603564977645874
sensor_8,deploy,15,0,0,0,0,2,2,0.0003147125244140625,0.00015354156494140625,7.152557373046875e-07,0,0,0,0.3811061382293701,0.0,0.3811061382293701,0.3815751075744629
sensor_8,deploy,15,0,0,0,0,2,2,0.0005273818969726562,0.0001857280731201172,7.152557373046875e-07,0,0,0,0.3923454284667969,0.0,0.3923454284667969,0.39305925369262695
sensor_8,deploy,15,0,0,0,0,2,2,0.0003809928894042969,0.00019097328186035156,1.1920928955078125e-06,0,0,0,0.470273494720459,0.0,0.470273494720459,0.47084665298461914
sensor_8,deploy,15,0,0,0,0,2,2,0.0003497600555419922,0.00014829635620117188,7.152557373046875e-07,0,0,0,0.44567227363586426,0.0,0.44567227363586426,0.4461710453033447
sensor_8,deploy,15,0,0,0,0,2,2,0.0002887248992919922,0.00010752677917480469,7.152557373046875e-07,0,0,0,0.462543249130249,0.0,0.462543249130249,0.4629402160644531
sensor_8,deploy,15,0,0,0,0,2,2,0.00042700767517089844,0.0001518726348876953,4.76837158203125e-07,0,0,0,0.44295525550842285,0.0,0.44295525550842285,0.44353461265563965
sensor_8,deploy,15,0,0,0,0,2,2,0.0003921985626220703,8.749961853027344e-05,9.5367431640625e-07,0,0,0,0.4322028160095215,0.0,0.4322028160095215,0.43268346786499023
sensor_8,deploy,15,0,0,0,0,2,2,0.0003113746643066406,0.00014853477478027344,7.152557373046875e-07,0,0,0,0.4434676170349121,0.0,0.4434676170349121,0.44392824172973633
sensor_8,deploy,15,0,0,0,0,2,2,0.00036072731018066406,0.00014448165893554688,1.1920928955078125e-06,0,0,0,0.3943154811859131,0.0,0.3943154811859131,0.3948218822479248
sensor_9,deploy,15,0,0,0,0,2,2,0.0004246234893798828,0.00013685226440429688,4.76837158203125e-07,0,0,0,0.6789414882659912,0.0,0.6789414882659912,0.6795034408569336
sensor_9,deploy,15,0,0,0,0,2,2,0.0004220008850097656,0.0001571178436279297,7.152557373046875e-07,0,0,0,0.45951199531555176,0.0,0.45951199531555176,0.46009182929992676
sensor_9,deploy,15,0,0,0,0,2,2,0.00025725364685058594,0.00010919570922851562,7.152557373046875e-07,0,0,0,0.45907068252563477,0.0,0.45907068252563477,0.45943784713745117
sensor_9,deploy,15,0,0,0,0,2,2,0.0003848075866699219,0.00017213821411132812,7.152557373046875e-07,0,0,0,0.4639873504638672,0.0,0.4639873504638672,0.46454501152038574
sensor_9,deploy,15,0,0,0,0,2,2,0.0003199577331542969,0.0001571178436279297,7.152557373046875e-07,0,0,0,0.46042466163635254,0.0,0.46042466163635254,0.46090245246887207
sensor_9,deploy,15,0,0,0,0,2,2,0.00028014183044433594,0.00010776519775390625,7.152557373046875e-07,0,0,0,0.4727957248687744,0.0,0.4727957248687744,0.47318434715270996
sensor_9,deploy,15,0,0,0,0,2,2,0.00030684471130371094,0.00015234947204589844,7.152557373046875e-07,0,0,0,0.44758176803588867,0.0,0.44758176803588867,0.4480416774749756
sensor_9,deploy,15,0,0,0,0,2,2,0.00021886825561523438,9.083747863769531e-05,7.152557373046875e-07,0,0,0,0.4385561943054199,0.0,0.4385561943054199,0.43886661529541016
sensor_9,deploy,15,0,0,0,0,2,2,0.0002498626708984375,0.00012350082397460938,7.152557373046875e-07,0,0,0,0.4454498291015625,0.0,0.4454498291015625,0.44582390785217285
sensor_9,deploy,15,0,0,0,0,2,2,0.0003135204315185547,0.0001518726348876953,7.152557373046875e-07,0,0,0,0.4510645866394043,0.0,0.4510645866394043,0.45153069496154785
sensor_10,deploy,15,0,0,0,0,2,2,0.0003349781036376953,0.0001571178436279297,4.76837158203125e-07,0,0,0,0.6975827217102051,0.0,0.6975827217102051,0.6980752944946289
sensor_10,deploy,15,0,0,0,0,2,2,0.0003154277801513672,0.00016641616821289062,7.152557373046875e-07,0,0,0,0.45426464080810547,0.0,0.45426464080810547,0.45474720001220703
sensor_10,deploy,15,0,0,0,0,2,2,0.0003771781921386719,0.0001437664031982422,7.152557373046875e-07,0,0,0,0.4629251956939697,0.0,0.4629251956939697,0.46344685554504395
sensor_10,deploy,15,0,0,0,0,2,2,0.0004458427429199219,0.00010776519775390625,7.152557373046875e-07,0,0,0,0.4571549892425537,0.0,0.4571549892425537,0.45770931243896484
sensor_10,deploy,15,0,0,0,0,2,2,0.00024962425231933594,0.00012040138244628906,4.76837158203125e-07,0,0,0,0.4411284923553467,0.0,0.4411284923553467,0.4414989948272705
sensor_10,deploy,15,0,0,0,0,2,2,0.0002617835998535156,0.00010371208190917969,7.152557373046875e-07,0,0,0,0.4487314224243164,0.0,0.4487314224243164,0.4490976333618164
sensor_10,deploy,15,0,0,0,0,2,2,0.000518798828125,0.0001430511474609375,7.152557373046875e-07,0,0,0,0.458632230758667,0.0,0.458632230758667,0.45929479598999023
sensor_10,deploy,15,0,0,0,0,2,2,0.00045228004455566406,0.0001552104949951172,4.76837158203125e-07,0,0,0,0.4532456398010254,0.0,0.4532456398010254,0.4538536071777344
sensor_10,deploy,15,0,0,0,0,2,2,0.0004665851593017578,0.00015544891357421875,9.5367431640625e-07,0,0,0,0.4622657299041748,0.0,0.4622657299041748,0.4628887176513672
sensor_10,deploy,15,0,0,0,0,2,2,0.0003724098205566406,0.00017833709716796875,1.1920928955078125e-06,0,0,0,0.451845645904541,0.0,0.451845645904541,0.45239758491516113
sensor_11,deploy,15,0,0,0,0,2,2,0.00034046173095703125,0.0001583099365234375,7.152557373046875e-07,0,0,0,0.6738638877868652,0.0,0.6738638877868652,0.674363374710083
sensor_11,deploy,15,0,0,0,0,2,2,0.00037407875061035156,0.00015854835510253906,7.152557373046875e-07,0,0,0,0.4320337772369385,0.0,0.4320337772369385,0.43256711959838867
sensor_11,deploy,15,0,0,0,0,2,2,0.0003247261047363281,0.00012063980102539062,4.76837158203125e-07,0,0,0,0.37930917739868164,0.0,0.37930917739868164,0.37975502014160156
sensor_11,deploy,15,0,0,0,0,2,2,0.00044417381286621094,0.0001583099365234375,7.152557373046875e-07,0,0,0,0.3828248977661133,0.0,0.3828248977661133,0.38342809677124023
sensor_11,deploy,15,0,0,0,0,2,2,0.0005297660827636719,0.00017714500427246094,9.5367431640625e-07,0,0,0,0.4509594440460205,0.0,0.4509594440460205,0.45166730880737305
sensor_11,deploy,15,0,0,0,0,2,2,0.0004818439483642578,0.00015735626220703125,7.152557373046875e-07,0,0,0,0.40772581100463867,0.0,0.40772581100463867,0.40836572647094727
sensor_11,deploy,15,0,0,0,0,2,2,0.00039887428283691406,0.000152587890625,4.76837158203125e-07,0,0,0,0.3755159378051758,0.0,0.3755159378051758,0.3760678768157959
sensor_11,deploy,15,0,0,0,0,2,2,0.0003819465637207031,0.00015592575073242188,9.5367431640625e-07,0,0,0,0.375166654586792,0.0,0.375166654586792,0.3757054805755615
sensor_11,deploy,15,0,0,0,0,2,2,0.0005338191986083984,0.00018262863159179688,7.152557373046875e-07,0,0,0,0.48801636695861816,0.0,0.48801636695861816,0.48873353004455566
sensor_11,deploy,15,0,0,0,0,2,2,0.00039839744567871094,0.000152587890625,7.152557373046875e-07,0,0,0,0.3989853858947754,0.0,0.3989853858947754,0.3995370864868164
sensor_12,deploy,15,0,0,0,0,2,2,0.00033926963806152344,0.0001468658447265625,9.5367431640625e-07,0,0,0,0.6412971019744873,0.0,0.6412971019744873,0.6417841911315918
sensor_12,deploy,15,0,0,0,0,2,2,0.0002892017364501953,0.00010776519775390625,7.152557373046875e-07,0,0,0,0.4534432888031006,0.0,0.4534432888031006,0.453840970993042
sensor_12,deploy,15,0,0,0,0,2,2,0.0005025863647460938,0.00017189979553222656,7.152557373046875e-07,0,0,0,0.4646182060241699,0.0,0.4646182060241699,0.46529340744018555
sensor_12,deploy,15,0,0,0,0,2,2,0.0002510547637939453,0.00010657310485839844,7.152557373046875e-07,0,0,0,0.46370744705200195,0.0,0.46370744705200195,0.4640657901763916
sensor_12,deploy,15,0,0,0,0,2,2,0.00026226043701171875,0.00010538101196289062,9.5367431640625e-07,0,0,0,0.4457428455352783,0.0,0.4457428455352783,0.44611144065856934
sensor_12,deploy,15,0,0,0,0,2,2,0.0005197525024414062,0.0001442432403564453,7.152557373046875e-07,0,0,0,0.45127081871032715,0.0,0.45127081871032715,0.4519355297088623
sensor_12,deploy,15,0,0,0,0,2,2,0.00035500526428222656,0.00010800361633300781,7.152557373046875e-07,0,0,0,0.45571017265319824,0.0,0.45571017265319824,0.4561738967895508
sensor_12,deploy,15,0,0,0,0,2,2,0.00030732154846191406,0.00011086463928222656,7.152557373046875e-07,0,0,0,0.43830418586730957,0.0,0.43830418586730957,0.438723087310791
sensor_12,deploy,15,0,0,0,0,2,2,0.0005407333374023438,3.790855407714844e-05,7.152557373046875e-07,0,0,0,0.4598500728607178,0.0,0.4598500728607178,0.46042943000793457
sensor_12,deploy,15,0,0,0,0,2,2,0.0003948211669921875,0.00015592575073242188,7.152557373046875e-07,0,0,0,0.4732968807220459,0.0,0.4732968807220459,0.4738483428955078
sensor_2,deploy,15,0,0,0,0,2,2,0.00047206878662109375,0.00018405914306640625,1.1920928955078125e-06,0,0,0,0.706742525100708,0.0,0.706742525100708,0.707399845123291
sensor_2,deploy,15,0,0,0,0,2,2,0.0005004405975341797,0.00015020370483398438,4.76837158203125e-07,0,0,0,0.4637463092803955,0.0,0.4637463092803955,0.4643974304199219
sensor_2,deploy,15,0,0,0,0,2,2,0.0003476142883300781,0.00015544891357421875,1.1920928955078125e-06,0,0,0,0.46619510650634766,0.0,0.46619510650634766,0.46669936180114746
sensor_2,deploy,15,0,0,0,0,2,2,0.0006566047668457031,0.00015878677368164062,9.5367431640625e-07,0,0,0,0.47716784477233887,0.0,0.47716784477233887,0.4779841899871826
sensor_2,deploy,15,0,0,0,0,2,2,0.0003247261047363281,0.00015473365783691406,7.152557373046875e-07,0,0,0,0.4526093006134033,0.0,0.4526093006134033,0.45308947563171387
sensor_2,deploy,15,0,0,0,0,2,2,0.00032448768615722656,0.0001544952392578125,7.152557373046875e-07,0,0,0,0.45194411277770996,0.0,0.45194411277770996,0.4524238109588623
sensor_2,deploy,15,0,0,0,0,2,2,0.0004305839538574219,0.0001480579376220703,7.152557373046875e-07,0,0,0,0.44832444190979004,0.0,0.44832444190979004,0.44890379905700684
sensor_2,deploy,15,0,0,0,0,2,2,0.0003833770751953125,0.00015664100646972656,9.5367431640625e-07,0,0,0,0.4687528610229492,0.0,0.4687528610229492,0.46929383277893066
sensor_2,deploy,15,0,0,0,0,2,2,0.0004305839538574219,0.00015687942504882812,7.152557373046875e-07,0,0,0,0.46064209938049316,0.0,0.46064209938049316,0.4612302780151367
sensor_2,deploy,15,0,0,0,0,2,2,0.00040531158447265625,0.00015854835510253906,4.76837158203125e-07,0,0,0,0.4686906337738037,0.0,0.4686906337738037,0.4692549705505371
