node,operation,nworker,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
master,update,5,0,0,5,0,8,3,0.000456809997558594,0.987312078475952,2.8942334651947,0.277882814407349,0,0.000123739242553711,1.29065418243408,0,1.56853699684143,5.4506630897522
master,update,5,0,0,5,0,8,3,0.000634431838989258,0.876440763473511,4.68086004257202,0.271979570388794,0,0.000128269195556641,1.30773782730103,0,1.57971739768982,7.1377809047699
master,update,5,0,0,5,0,8,3,0.000460386276245117,1.07762408256531,4.56188106536865,0.276274442672729,0,0.00012660026550293,1.30248045921326,0,1.57875490188599,7.21884703636169
master,update,5,0,0,5,0,8,3,0.00075221061706543,1.39235782623291,1.35437107086182,0.27051305770874,0,0.000124692916870117,1.26576089859009,0,1.53627395629883,4.28387975692749
worker_0,update,5,3,3,5,1,9,11,0.00127100944519043,0.933366537094116,0.225934028625488,0.813669443130493,0.000147819519042969,0.000341415405273437,1.69705438613892,0,2.51072382926941,3.67178463935852
worker_0,update,5,3,3,5,1,9,11,0.00088191032409668,2.14063668251038,0.421630144119263,0.730206727981567,0.000206708908081055,0.000318050384521484,1.52888679504395,0,2.25909352302551,4.82276701927185
worker_0,update,5,3,3,5,1,9,11,0.00100302696228027,2.79045271873474,0.599663496017456,0.804771900177002,0.000434398651123047,0.000398635864257812,1.80193781852722,0,2.60670971870422,5.99866199493408
worker_0,update,5,3,3,5,1,9,11,0.00102496147155762,0.0690128803253174,0.312885046005249,0.990241765975952,0.000168561935424805,0.000470876693725586,1.71321201324463,0,2.70345377922058,3.08701610565186
neutron_0,update,5,0,0,0,2,1,4,0.000278711318969727,1.32063579559326,0.138397455215454,0.592938184738159,0.000172853469848633,0.000274419784545898,0.202409982681274,0,0.795348167419434,2.25510740280151
neutron_0,update,5,0,0,0,2,1,4,0.000252962112426758,1.80216932296753,0.185238361358643,0.581975698471069,0.000152826309204102,0.000220298767089844,0.205050945281982,0,0.787026643753052,2.77506041526794
neutron_0,update,5,0,0,0,2,1,4,0.000324249267578125,2.0424337387085,0.207151174545288,0.604390382766724,0.000131368637084961,0.000209331512451172,0.211206436157227,0,0.81559681892395,3.06584668159485
neutron_0,update,5,0,0,0,2,1,4,0.00031280517578125,0.649021863937378,0.0656402111053467,0.584541320800781,0.000117301940917969,0.000216245651245117,0.198422908782959,0,0.78296422958374,1.49827265739441
nova_0,update,5,0,0,0,2,1,5,0.000248432159423828,1.17906713485718,0.117305278778076,0.482017755508423,6.50882720947266E-05,0.000210285186767578,0.23276686668396,0,0.714784622192383,2.01168084144592
nova_0,update,5,0,0,0,2,1,5,0.000257730484008789,1.64380192756653,0.160217761993408,0.617046594619751,0.000123977661132813,0.000220537185668945,0.230371713638306,0,0.847418308258057,2.6520402431488
