node,operation,nworker,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
master,deploy,1,0,0,0,0,7,7,0.000767707824707031,4.98294830322266E-05,1.9073486328125E-06,0,0,0,1.54252696037292,0,1.54252696037292,1.5433464050293
master,deploy,1,0,0,0,0,7,7,0.000634431838989258,4.62532043457031E-05,1.43051147460938E-06,0,0,0,1.19502544403076,0,1.19502544403076,1.19570755958557
master,deploy,1,0,0,0,0,7,7,0.000701904296875,4.29153442382813E-05,1.43051147460938E-06,0,0,0,1.16988730430603,0,1.16988730430603,1.17063355445862
master,deploy,1,0,0,0,0,7,7,0.000604867935180664,4.62532043457031E-05,1.66893005371094E-06,0,0,0,1.38655424118042,0,1.38655424118042,1.38720703125
master,deploy,1,0,0,0,0,7,7,0.000551939010620117,4.38690185546875E-05,1.66893005371094E-06,0,0,0,1.32060647010803,0,1.32060647010803,1.32120394706726
master,deploy,1,0,0,0,0,7,7,0.000579118728637695,4.45842742919922E-05,1.43051147460938E-06,0,0,0,1.32803177833557,0,1.32803177833557,1.32865691184998
master,deploy,1,0,0,0,0,7,7,0.000792026519775391,4.98294830322266E-05,1.43051147460938E-06,0,0,0,1.35512590408325,0,1.35512590408325,1.35596919059753
master,deploy,1,0,0,0,0,7,7,0.000518083572387695,4.45842742919922E-05,1.9073486328125E-06,0,0,0,1.39893007278442,0,1.39893007278442,1.39949464797974
master,deploy,1,0,0,0,0,7,7,0.000503063201904297,4.48226928710938E-05,1.66893005371094E-06,0,0,0,1.40659976005554,0,1.40659976005554,1.40714931488037
master,deploy,1,0,0,0,0,7,7,0.000654935836791992,4.52995300292969E-05,1.66893005371094E-06,0,0,0,1.35343909263611,0,1.35343909263611,1.35414099693298
worker_0,deploy,1,0,0,0,0,9,9,0.000880002975463867,7.55786895751953E-05,2.14576721191406E-06,0,0,0,1.90781736373901,0,1.90781736373901,1.90877509117126
worker_0,deploy,1,0,0,0,0,9,9,0.00109076499938965,9.48905944824219E-05,3.09944152832031E-06,0,0,0,1.70682883262634,0,1.70682883262634,1.70801758766174
worker_0,deploy,1,0,0,0,0,9,9,0.00102686882019043,9.39369201660156E-05,2.62260437011719E-06,0,0,0,1.58560872077942,0,1.58560872077942,1.58673214912415
worker_0,deploy,1,0,0,0,0,9,9,0.000992059707641602,8.08238983154297E-05,2.14576721191406E-06,0,0,0,1.52125287055969,0,1.52125287055969,1.52232789993286
