node,operation,nworker,out_local_msgs,in_local_msgs,out_remote_msgs,in_remote_msgs,inf_constraints,gen_instructions,setup_time,get_msg_time,sending_time,bhv_inf_time,constraint_inf_time,msg_inf_time,planning_time,latency,solving_time,total_time
master,deploy,5,0,0,0,0,7,7,0.000492334365844727,5.17368316650391E-05,1.43051147460938E-06,0,0,0,1.61020803451538,0,1.61020803451538,1.61075353622437
master,deploy,5,0,0,0,0,7,7,0.000707626342773438,4.86373901367188E-05,1.66893005371094E-06,0,0,0,1.34740471839905,0,1.34740471839905,1.34816265106201
master,deploy,5,0,0,0,0,7,7,0.000530719757080078,4.79221343994141E-05,1.66893005371094E-06,0,0,0,1.33513569831848,0,1.33513569831848,1.33571600914001
master,deploy,5,0,0,0,0,7,7,0.000603914260864258,4.67300415039063E-05,2.14576721191406E-06,0,0,0,1.3466956615448,0,1.3466956615448,1.34734845161438
master,deploy,5,0,0,0,0,7,7,0.000491619110107422,5.43594360351562E-05,1.66893005371094E-06,0,0,0,1.22317457199097,0,1.22317457199097,1.22372221946716
master,deploy,5,0,0,0,0,7,7,0.000617265701293945,4.50611114501953E-05,2.14576721191406E-06,0,0,0,1.32036924362183,0,1.32036924362183,1.32103371620178
master,deploy,5,0,0,0,0,7,7,0.000425815582275391,4.43458557128906E-05,1.19209289550781E-06,0,0,0,1.29262089729309,0,1.29262089729309,1.29309225082397
master,deploy,5,0,0,0,0,7,7,0.000443458557128906,4.55379486083984E-05,1.19209289550781E-06,0,0,0,1.30838203430176,0,1.30838203430176,1.30887222290039
master,deploy,5,0,0,0,0,7,7,0.000585079193115234,5.84125518798828E-05,2.14576721191406E-06,0,0,0,1.34553813934326,0,1.34553813934326,1.34618377685547
master,deploy,5,0,0,0,0,7,7,0.000495433807373047,4.93526458740234E-05,1.66893005371094E-06,0,0,0,1.32026100158691,0,1.32026100158691,1.32080745697021
worker_0,deploy,5,0,0,0,0,9,9,0.000841140747070313,7.39097595214844E-05,8.82148742675781E-06,0,0,0,1.94838547706604,0,1.94838547706604,1.94930934906006
worker_0,deploy,5,0,0,0,0,9,9,0.000974655151367188,7.67707824707031E-05,2.14576721191406E-06,0,0,0,1.75188589096069,0,1.75188589096069,1.75293946266174
worker_0,deploy,5,0,0,0,0,9,9,0.000870227813720703,0.0000762939453125,2.38418579101562E-06,0,0,0,1.71518683433533,0,1.71518683433533,1.71613574028015
worker_0,deploy,5,0,0,0,0,9,9,0.00107860565185547,7.15255737304687E-05,2.38418579101562E-06,0,0,0,1.73810982704163,0,1.73810982704163,1.739262342453
worker_0,deploy,5,0,0,0,0,9,9,0.000851154327392578,7.20024108886719E-05,1.9073486328125E-06,0,0,0,1.7376971244812,0,1.7376971244812,1.73862218856812
worker_0,deploy,5,0,0,0,0,9,9,0.000890493392944336,6.96182250976562E-05,2.14576721191406E-06,0,0,0,1.54505276679993,0,1.54505276679993,1.54601502418518
worker_0,deploy,5,0,0,0,0,9,9,0.000744342803955078,6.22272491455078E-05,1.66893005371094E-06,0,0,0,1.68341135978699,0,1.68341135978699,1.68421959877014
worker_0,deploy,5,0,0,0,0,9,9,0.000895977020263672,7.00950622558594E-05,2.38418579101562E-06,0,0,0,1.58531904220581,0,1.58531904220581,1.58628749847412
worker_0,deploy,5,0,0,0,0,9,9,0.000899553298950195,7.15255737304687E-05,1.9073486328125E-06,0,0,0,1.71385836601257,0,1.71385836601257,1.71483135223389
worker_0,deploy,5,0,0,0,0,9,9,0.000887870788574219,7.08103179931641E-05,1.66893005371094E-06,0,0,0,1.75073146820068,0,1.75073146820068,1.7516918182373
neutron_0,deploy,5,0,0,0,0,1,1,0.000169992446899414,2.288818359375E-05,4.76837158203125E-07,0,0,0,0.436928510665894,0,0.436928510665894,0.437121868133545
neutron_0,deploy,5,0,0,0,0,1,1,0.000303983688354492,3.09944152832031E-05,4.76837158203125E-07,0,0,0,0.281982421875,0,0.281982421875,0.282317876815796
neutron_0,deploy,5,0,0,0,0,1,1,0.000215768814086914,3.26633453369141E-05,7.15255737304688E-07,0,0,0,0.274039030075073,0,0.274039030075073,0.274288177490234
neutron_0,deploy,5,0,0,0,0,1,1,0.000336170196533203,3.07559967041016E-05,9.5367431640625E-07,0,0,0,0.273679971694946,0,0.273679971694946,0.2740478515625
neutron_0,deploy,5,0,0,0,0,1,1,0.000234603881835937,2.83718109130859E-05,7.15255737304688E-07,0,0,0,0.277170896530151,0,0.277170896530151,0.277434587478638
neutron_0,deploy,5,0,0,0,0,1,1,0.000367641448974609,2.93254852294922E-05,4.76837158203125E-07,0,0,0,0.265160083770752,0,0.265160083770752,0.265557527542114
neutron_0,deploy,5,0,0,0,0,1,1,0.000310420989990234,3.09944152832031E-05,7.15255737304688E-07,0,0,0,0.265950918197632,0,0.265950918197632,0.266293048858643
neutron_0,deploy,5,0,0,0,0,1,1,0.000243186950683594,2.88486480712891E-05,4.76837158203125E-07,0,0,0,0.262208223342895,0,0.262208223342895,0.262480735778809
neutron_0,deploy,5,0,0,0,0,1,1,0.000371217727661133,2.98023223876953E-05,7.15255737304688E-07,0,0,0,0.265118598937988,0,0.265118598937988,0.265520334243774
neutron_0,deploy,5,0,0,0,0,1,1,0.000207185745239258,2.69412994384766E-05,9.5367431640625E-07,0,0,0,0.281350374221802,0,0.281350374221802,0.281585454940796
nova_0,deploy,5,0,0,0,0,1,1,0.000333786010742187,2.21729278564453E-05,4.76837158203125E-07,0,0,0,0.46602201461792,0,0.46602201461792,0.466378450393677
nova_0,deploy,5,0,0,0,0,1,1,0.000257253646850586,3.09944152832031E-05,7.15255737304688E-07,0,0,0,0.278231859207153,0,0.278231859207153,0.278520822525024
nova_0,deploy,5,0,0,0,0,1,1,0.000266790390014648,2.93254852294922E-05,4.76837158203125E-07,0,0,0,0.283910751342773,0,0.283910751342773,0.284207344055176
nova_0,deploy,5,0,0,0,0,1,1,0.00043797492980957,3.02791595458984E-05,4.76837158203125E-07,0,0,0,0.28597092628479,0,0.28597092628479,0.286439657211304
nova_0,deploy,5,0,0,0,0,1,1,0.000328302383422852,0.000030517578125,4.76837158203125E-07,0,0,0,0.289475440979004,0,0.289475440979004,0.28983473777771
nova_0,deploy,5,0,0,0,0,1,1,0.00022125244140625,2.33650207519531E-05,4.76837158203125E-07,0,0,0,0.264705181121826,0,0.264705181121826,0.264950275421143
